"satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary","salesaccounting","saleshr","salesIT","salesmanagement","salesmarketing","salesproduct_mng","salesRandD","salessales","salessupport","Y_A","Y_0","Y_1"
0.63,0.56,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0220860546465731,0.0220860546465731,0.0122299809361089
0.6,0.84,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0220860546465731,0.0220860546465731,0.0122299809361089
0.52,0.72,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19645930719459,0.298208754741296,0.19645930719459
0.68,0.94,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606304272539587,0.0606304272539587,0.0172685770309381
0.86,0.6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0308641986371129,0.0308641986371129,0.0127162564285845
0.83,0.9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0394814016056268,0.0394814016056268,0.0126140568767367
0.79,0.86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.641358252159443,0.641358252159443,0.349095389423756
0.54,0.86,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112349672740944,0.112349672740944,0.0236490488160686
0.51,0.86,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045699948668711,0.045699948668711,0.0150352512600709
0.75,0.65,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.641358252159443,0.641358252159443,0.349095389423756
0.51,0.67,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0346101554898972,0.0346101554898972,0.0123449368546234
0.73,0.74,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0306045421739876,0.0306045421739876,0.0134831919739478
0.17,0.4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0498503307435645,0.0498503307435645,0.0131444312866633
0.88,0.59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.76,0.79,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298208754741296,0.298208754741296,0.19645930719459
0.29,0.77,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.077991405648243,0.077991405648243,0.0391990937257174
0.62,0.97,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0607040331647687,0.0607040331647687,0.0128519116703505
0.5,0.85,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.634096216518452,0.634096216518452,0.202891086986665
0.16,0.65,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0632191499078458,0.0632191499078458,0.0311272091505312
0.18,0.99,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0534928129643051,0.0534928129643051,0.0186115002331005
0.86,0.68,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.327197629170817,0.327197629170817,0.0862700806420287
0.68,0.52,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0152261407567973,0.0152261407567973,0.0110252084651859
0.68,0.85,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0236550239357245,0.0236550239357245,0.0125636975017186
0.89,0.78,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0245183495613049,0.0245183495613049,0.0127786826776632
0.86,0.88,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0245183495613049,0.0245183495613049,0.0127786826776632
0.53,0.73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.89,0.49,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.143181215757933,0.143181215757933,0.0680453961335336
0.25,0.59,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0127737752886038,0.0127737752886038,0.0107824361910569
0.53,0.59,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.44,0.45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.7,0.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.54,0.76,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0751707198786521,0.0751707198786521,0.0196311895628137
0.9,0.56,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.69,0.8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.78,0.59,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.91,0.49,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.865671437510836,0.865671437510836,0.640439027742057
0.92,0.61,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.96,0.88,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.8,0.77,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.52,0.67,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.52,0.97,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.89,0.9,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.330037984372436,0.330037984372436,0.305754855438966
0.89,0.74,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.261503260490461,0.261503260490461,0.186709782995074
0.59,0.72,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0498503307435645,0.0498503307435645,0.0131444312866633
0.75,0.55,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0394814016056268,0.0394814016056268,0.0126140568767367
0.99,0.58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.49,0.71,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.357632752548002,0.658495715067802,0.357632752548002
0.94,0.89,1,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0107360784594943,0.0123096673694934,0.0107360784594943
0.99,0.91,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0123205481738652,0.0385227924140799,0.0123205481738652
0.69,0.84,1,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0107583711277748,0.0146500605329171,0.0107583711277748
0.88,0.59,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0241078185141416,0.0843669767747234,0.0241078185141416
0.89,0.9,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0123205481738652,0.0385227924140799,0.0123205481738652
0.8,0.58,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0123205481738652,0.0385227924140799,0.0123205481738652
0.22,0.89,1,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.209318209634987,0.457746647083458,0.209318209634987
0.87,0.83,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0122929266273935,0.026581076589639,0.0122929266273935
0.66,0.66,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0196311895628137,0.0751707198786521,0.0196311895628137
0.9,0.68,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.039161383934925,0.162594553245303,0.039161383934925
0.95,0.54,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0196311895628137,0.0751707198786521,0.0196311895628137
0.49,0.56,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.457746647083458,0.457746647083458,0.209318209634987
0.71,0.68,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.2,0.96,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.95,0.64,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.141909298628395,0.141909298628395,0.0355164122538364
0.68,0.8,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0134422331905238,0.0134422331905238,0.0109013548596633
0.93,0.68,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0134422331905238,0.0134422331905238,0.0109013548596633
0.85,0.57,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.82,0.68,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.87,0.42,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.773571467153302,0.773571467153302,0.29295497904707
0.88,0.84,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.98,0.79,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.617050871958479,0.617050871958479,0.445046499367227
0.89,0.98,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0220860546465731,0.0220860546465731,0.0122299809361089
0.92,0.51,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0184211661854613,0.0184211661854613,0.0114347378797744
0.48,0.6,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.105413288367462,0.105413288367462,0.0308239801883719
0.67,0.49,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0251290007255549,0.0251290007255549,0.0153011681748377
0.49,0.79,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0660660769600283,0.439317204524473,0.0660660769600283
0.17,0.83,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0828871328937669,0.366733816203827,0.0828871328937669
0.98,0.81,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0107869689080079,0.0123350062549907,0.0107869689080079
0.9,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0314378168000007,0.0429234158743638,0.0314378168000007
0.24,0.89,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0957463768194628,0.535883897111367,0.0957463768194628
0.92,0.79,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0106082674765371,0.0200016538880745,0.0106082674765371
0.36,0.72,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0660660769600283,0.439317204524473,0.0660660769600283
0.19,0.76,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0660660769600283,0.439317204524473,0.0660660769600283
0.75,0.76,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.439550549937264,0.439550549937264,0.123514228374317
0.91,0.81,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0122530808050238,0.0122530808050238,0.0107362210529498
0.72,0.95,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115539249164935,0.115539249164935,0.0361801440785723
0.62,0.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.97,0.75,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.69,0.64,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606304272539587,0.0606304272539587,0.0172685770309381
0.98,0.56,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.343313720425329,0.343313720425329,0.0638248792313054
0.62,0.53,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0632191499078458,0.0632191499078458,0.0311272091505312
0.63,0.93,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0961278968037783,0.456413657054636,0.0961278968037783
0.87,0.62,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.58,0.75,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.49,0.77,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0313537306705886,0.0313537306705886,0.0141205518557919
0.69,0.98,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.55,0.49,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.65,0.89,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.87,0.49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.12,0.7,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.457746647083458,0.457746647083458,0.209318209634987
0.65,0.84,1,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0850499366430798,0.36790251700483,0.0850499366430798
0.62,0.77,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0143972306718577,0.0318662896572281,0.0143972306718577
0.86,0.72,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186709782995074,0.261503260490461,0.186709782995074
0.74,0.76,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0507430476054013,0.0507430476054013,0.0178243349843117
0.53,0.76,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0245586002792463,0.112815095775101,0.0245586002792463
0.99,0.44,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169376135367638,0.169376135367638,0.0616878146848537
0.72,0.74,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0124941995090829,0.0284950323696822,0.0124941995090829
0.16,0.78,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.207232984414128,0.439209978955078,0.207232984414128
0.77,0.61,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0236284958092155,0.0541170500985855,0.0236284958092155
0.56,0.76,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.349095389423756,0.641358252159443,0.349095389423756
0.81,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.108667237896033,0.108667237896033,0.0551312236848054
0.77,0.83,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.439317204524473,0.439317204524473,0.0660660769600283
0.95,0.72,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0346101554898972,0.0346101554898972,0.0123449368546234
0.69,0.68,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575346221539775,0.0575346221539775,0.0582390247897259
0.79,0.89,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524425456907067,0.0524425456907067,0.027123788876869
0.63,0.57,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575346221539775,0.0575346221539775,0.0582390247897259
0.8,0.79,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.343313720425329,0.343313720425329,0.0638248792313054
0.64,0.61,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.327197629170817,0.327197629170817,0.0862700806420287
0.92,0.9,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0221597968163581,0.0221597968163581,0.0121454416031515
0.96,0.75,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.327197629170817,0.327197629170817,0.0862700806420287
0.56,0.85,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0121454416031515,0.0221597968163581,0.0121454416031515
0.37,0.61,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0216851498780647,0.0216851498780647,0.0123574641945679
0.5,0.82,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.289651122991464,0.289651122991464,0.0875941453892725
1,0.73,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0121986940634423,0.0121986940634423,0.0107398551141205
0.82,0.75,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0184178555159224,0.0403382072654035,0.0184178555159224
0.52,0.54,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0216851498780647,0.0216851498780647,0.0123574641945679
0.78,0.54,2,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0267024156474405,0.0484331615520408,0.0267024156474405
0.61,0.68,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.77,0.82,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0181919692963707,0.0770204528673897,0.0181919692963707
0.86,0.66,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.88,0.95,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.85,0.84,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0779132973635764,0.0779132973635764,0.0358241273200057
0.95,0.56,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0201068430290795,0.0643773104328266,0.0201068430290795
0.65,0.65,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.7,0.55,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.012187344072123,0.012187344072123,0.0107366500143213
0.6,0.55,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0841252308347422,0.0841252308347422,0.0416403162426441
0.84,0.83,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0132325896809449,0.0250858864585889,0.0132325896809449
0.89,0.75,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.653514994521885,0.653514994521885,0.333485668523929
0.98,0.91,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.102181809111051,0.102181809111051,0.0274859332449609
0.88,0.83,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.261503260490461,0.261503260490461,0.186709782995074
0.87,0.52,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137660215703752,0.137660215703752,0.0533613267332295
0.93,0.96,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439209978955078,0.439209978955078,0.207232984414128
0.13,0.95,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885385957917444,0.0885385957917444,0.0411041453669172
0.67,0.81,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0660660769600283,0.439317204524473,0.0660660769600283
0.41,0.54,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112349672740944,0.112349672740944,0.0236490488160686
0.93,0.74,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12720911789912,0.12720911789912,0.030531272952941
0.97,0.91,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0136180970338515,0.0136180970338515,0.0108988576938438
0.7,0.54,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137660215703752,0.137660215703752,0.0533613267332295
0.66,0.95,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281105578707509,0.0281105578707509,0.0124221509007522
0.62,0.66,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0226098104048146,0.0226098104048146,0.0121472626853651
0.56,0.52,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.327197629170817,0.327197629170817,0.0862700806420287
0.32,0.72,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.391328318659653,0.391328318659653,0.086651615409435
0.55,0.81,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0213134398591012,0.0213134398591012,0.0114979611561224
0.69,0.91,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0152261407567973,0.0152261407567973,0.0110252084651859
0.33,0.82,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.76243849489254,0.76243849489254,0.406017331536073
0.37,0.74,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0236550239357245,0.0236550239357245,0.0125636975017186
0.95,0.57,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0215361359779035,0.0215361359779035,0.0121501868025054
0.95,0.53,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0308452223132972,0.0308452223132972,0.0139055981105245
0.27,0.69,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0628662776254697,0.0628662776254697,0.0256067245557048
0.91,0.95,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.49,0.61,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.234061829879448,0.234061829879448,0.0829962461639507
0.6,0.56,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.349217786649256,0.349217786649256,0.253137768413712
0.52,0.57,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0156364287678492,0.0156364287678492,0.0111398984413754
0.54,0.65,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0244518509111139,0.0244518509111139,0.0121642924303423
0.71,0.88,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0141205518557919,0.0313537306705886,0.0141205518557919
0.66,0.85,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.457746647083458,0.457746647083458,0.209318209634987
0.74,0.83,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.19,0.8,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.456413657054636,0.456413657054636,0.0961278968037783
0.83,0.77,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.53,0.64,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.116804800745303,0.116804800745303,0.033877598403469
0.98,0.75,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.74,0.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0905971639769677,0.0905971639769677,0.0198421289037019
0.22,0.88,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.143181215757933,0.143181215757933,0.0680453961335336
0.76,0.68,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0127737752886038,0.0127737752886038,0.0107824361910569
0.5,0.84,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.173147027793799,0.173147027793799,0.0902392912438348
0.17,0.82,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.861529335884314,0.861529335884314,0.646612444207024
0.46,0.38,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0559838750596704,0.0559838750596704,0.0609526040972992
0.68,0.78,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.102181809111051,0.102181809111051,0.0274859332449609
0.77,0.86,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0251290007255549,0.0251290007255549,0.0153011681748377
0.68,0.83,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.653514994521885,0.653514994521885,0.333485668523929
0.15,0.7,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.541702717413262,0.541702717413262,0.113477700783205
0.7,0.98,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137660215703752,0.137660215703752,0.0533613267332295
0.66,0.96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.54,0.52,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575346221539775,0.0575346221539775,0.0582390247897259
0.57,0.57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.78,0.58,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.077991405648243,0.077991405648243,0.0391990937257174
0.5,0.85,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0856164959184803,0.442847759083359,0.0856164959184803
0.52,0.91,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045699948668711,0.045699948668711,0.0150352512600709
0.95,0.69,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0123364450823917,0.0123364450823917,0.0107712262900459
0.67,0.85,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137660215703752,0.137660215703752,0.0533613267332295
0.86,0.55,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0607040331647687,0.0607040331647687,0.0128519116703505
0.71,0.54,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0216851498780647,0.0216851498780647,0.0123574641945679
0.99,0.95,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0421640447908027,0.0421640447908027,0.0204186010341352
0.57,0.61,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0682356857729378,0.0682356857729378,0.0274637310847886
0.98,0.72,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0221597968163581,0.0221597968163581,0.0121454416031515
0.62,0.58,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0216851498780647,0.0216851498780647,0.0123574641945679
0.74,0.79,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.76243849489254,0.76243849489254,0.406017331536073
0.7,0.6,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.345811649259548,0.345811649259548,0.143065290950598
0.8,0.93,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0387589514603703,0.0387589514603703,0.0170043972302813
0.65,0.69,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.345811649259548,0.345811649259548,0.143065290950598
0.53,0.52,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.391328318659653,0.391328318659653,0.086651615409435
0.43,0.62,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0156364287678492,0.0156364287678492,0.0111398984413754
0.78,0.95,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.222600081239842,0.222600081239842,0.04187129867065
0.7,0.74,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.73,0.63,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.330037984372436,0.330037984372436,0.305754855438966
0.92,0.92,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0123205481738652,0.0385227924140799,0.0123205481738652
0.83,0.87,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0678942962428324,0.0678942962428324,0.0132136739136988
0.54,0.76,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.116804800745303,0.116804800745303,0.033877598403469
0.77,0.65,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0313537306705886,0.0313537306705886,0.0141205518557919
0.62,0.49,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.93,0.55,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0678942962428324,0.0678942962428324,0.0132136739136988
0.81,0.86,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
